"","week_nr","holiday","brand","format","totalvolume","totalvalue","LL","avgregprice","avgfinalprice","avgdiscount","depth","cop_avgregprice","cop_avgdiscount","cop_avgfinalprice","avgcompLL","avgcompregprice","avgcompfinalprice","avgcompdiscount","totalvolume1","totalvalue1","LL1","avgfinalprice1","avgregprice1","avgdiscount1","avgcompLL1","avgcompfinalprice1","avgcompregprice1","avgcompdiscount1","dtotalvolume","davgfinalprice","davgregprice","davgdiscount","dLL","davgcompLL","davgcompfinalprice","davgcompdiscount"
"891",20,0,"C","hypermarket",2,27.7553660646081,1,20.877683032304,13.877683032304,7,0.335286247481049,0.233995734151679,2.45594356441664,-0.531824178367389,2.69230769230769,19.4940209019786,16.7247901327478,2.76923076923077,8,148.369421019684,6,18.5461776274606,21.5461776274606,3,3.61111111111111,19.8180504437295,22.410643036322,2.59259259259259,-6,-4.6684945951565,-0.668494595156503,4,-5,-0.918803418803419,-3.09326031098163,0.176638176638178
"892",20,0,"C","supermarket",9,141.536137735937,6,18.1706819706596,15.7262375262152,2.44444444444444,0.134526841006381,-0.282555541922078,-0.0499184763876543,-0.233995734151679,2.69230769230769,19.4940209019786,16.7247901327478,2.76923076923077,1,38.068703901954,1,38.068703901954,38.068703901954,0,3.61111111111111,19.8180504437295,22.410643036322,2.59259259259259,8,-22.3424663757388,-19.8980219312944,2.44444444444444,5,-0.918803418803419,-3.09326031098163,0.176638176638178
"893",21,0,"C","convenience",4,63.4776997300797,3,16.8694249325199,15.8694249325199,1,0.0592788434697769,-0.579783108490985,-0.491672587911351,-0.209928275330836,2.76315789473684,22.8036437926226,19.8299595820963,2.97368421052632,2,6.0500044925138,1,3.0250022462569,7.5250022462569,4.5,2.69230769230769,16.7247901327478,19.4940209019786,2.76923076923077,2,12.844422686263,9.34442268626302,-3.5,2,0.0708502024291509,3.10516944934844,0.204453441295546
"894",21,0,"C","hypermarket",2,48.9769116765819,2,24.4884558382909,24.4884558382909,0,0,0.702390613856375,-0.756000806860594,0.803742562784436,2.76315789473684,22.8036437926226,19.8299595820963,2.97368421052632,2,27.7553660646081,1,13.877683032304,20.877683032304,7,2.69230769230769,16.7247901327478,19.4940209019786,2.76923076923077,0,10.6107728059869,3.6107728059869,-7,1,0.0708502024291509,3.10516944934844,0.204453441295546
"895",21,0,"C","supermarket",9,156.435101550072,6,19.1594557277858,17.381677950008,1.77777777777778,0.0927885323589632,-0.0734450236360958,-0.319411462489974,0.0970122986185774,2.76315789473684,22.8036437926226,19.8299595820963,2.97368421052632,9,141.536137735937,6,15.7262375262152,18.1706819706596,2.44444444444444,2.69230769230769,16.7247901327478,19.4940209019786,2.76923076923077,0,1.65544042379284,0.988773757126175,-0.666666666666667,0,0.0708502024291509,3.10516944934844,0.204453441295546
"896",22,0,"C","convenience",6,65.5089422985911,3,14.5848237164318,10.9181570497652,3.66666666666667,0.251402878633058,-1.08856308236078,0.694897662104795,-1.13205516858168,4.28846153846154,19.7857879452372,17.1704033298525,2.61538461538461,4,63.4776997300797,3,15.8694249325199,16.8694249325199,1,2.76315789473684,19.8299595820963,22.8036437926226,2.97368421052632,2,-4.95126788275474,-2.28460121608807,2.66666666666667,0,1.5253036437247,-2.65955625224372,-0.358299595141701
"897",22,0,"C","supermarket",4,25.739568696823,2,12.4348921742057,6.43489217420575,6,0.482513230990942,-1.4567005307118,2.03199100327894,-1.90943430446829,4.28846153846154,19.7857879452372,17.1704033298525,2.61538461538461,9,156.435101550072,6,17.381677950008,19.1594557277858,1.77777777777778,2.76315789473684,19.8299595820963,22.8036437926226,2.97368421052632,-5,-10.9467857758023,-6.72456355358007,4.22222222222222,-4,1.5253036437247,-2.65955625224372,-0.358299595141701
"898",23,0,"C","convenience",2,28.6629988006316,1,14.8314994003158,14.3314994003158,0.5,0.0337120331872416,-1.05724864002304,-0.614868319595789,-0.432875270651839,2.94871794871795,20.5484296623259,18.1125322264285,2.43589743589744,6,65.5089422985911,3,10.9181570497652,14.5848237164318,3.66666666666667,4.28846153846154,17.1704033298525,19.7857879452372,2.61538461538461,-4,3.41334235055062,0.24667568388395,-3.16666666666667,-2,-1.33974358974359,0.942128896575948,-0.179487179487179
"899",23,0,"C","hypermarket",2,34.2058317004703,1,21.6029158502351,17.1029158502351,4.5,0.208305213573797,0.350457585387822,1.16613536792728,0.0499184763876543,2.94871794871795,20.5484296623259,18.1125322264285,2.43589743589744,2,48.9769116765819,2,24.4884558382909,24.4884558382909,0,2.76315789473684,19.8299595820963,22.8036437926226,2.97368421052632,0,-7.3855399880558,-2.8855399880558,4.5,-1,0.185560053981106,-1.71742735566778,-0.53778677462888
"900",23,0,"C","supermarket",6,83.2814808529801,4,17.0469134754967,13.88024680883,3.16666666666667,0.185761878314127,-0.525074192318983,0.344222241505001,-0.525074192318983,2.94871794871795,20.5484296623259,18.1125322264285,2.43589743589744,4,25.739568696823,2,6.43489217420575,12.4348921742057,6,4.28846153846154,17.1704033298525,19.7857879452372,2.61538461538461,2,7.44535463462427,4.61202130129093,-2.83333333333333,2,-1.33974358974359,0.942128896575948,-0.179487179487179
"901",24,1,"C","convenience",8,133.180231832434,5,18.0225289790542,16.6475289790542,1.375,0.0762933993113856,-0.319411462489974,-0.413613877042662,-0.0557970150573435,3.91071428571428,19.2113525225432,16.2292096654003,2.98214285714286,2,28.6629988006316,1,14.3314994003158,14.8314994003158,0.5,2.94871794871795,18.1125322264285,20.5484296623259,2.43589743589744,6,2.31602957873839,3.19102957873839,0.875,4,0.961996336996336,-1.88332256102817,0.546245421245422
"902",24,1,"C","hypermarket",12,197.152532986831,7,18.7627110822359,16.4293777489026,2.33333333333333,0.124360137674479,-0.168092463000526,-0.0734450236360958,-0.102912033721444,3.91071428571428,19.2113525225432,16.2292096654003,2.98214285714286,2,34.2058317004703,1,17.1029158502351,21.6029158502351,4.5,2.94871794871795,18.1125322264285,20.5484296623259,2.43589743589744,10,-0.673538101332575,-2.84020476799924,-2.16666666666667,6,0.961996336996336,-1.88332256102817,0.546245421245422
"903",24,1,"C","supermarket",2,32.722808287479,1,19.8614041437395,16.3614041437395,3.5,0.176221176240615,0.014676336421299,0.593729261548505,-0.114722467031158,3.91071428571428,19.2113525225432,16.2292096654003,2.98214285714286,6,83.2814808529801,4,13.88024680883,17.0469134754967,3.16666666666667,2.94871794871795,18.1125322264285,20.5484296623259,2.43589743589744,-4,2.48115733490948,2.81449066824282,0.333333333333333,-3,0.961996336996336,-1.88332256102817,0.546245421245422
"904",25,0,"C","convenience",3,41.3168914988637,2,18.7722971662879,13.7722971662879,5,0.266349928072693,-0.162141559552787,1.54734589864523,-0.552222015031721,3.8125,19.7939842200139,17.3981508866806,2.39583333333333,8,133.180231832434,5,16.6475289790542,18.0225289790542,1.375,3.91071428571428,16.2292096654003,19.2113525225432,2.98214285714286,-5,-2.87523181276629,0.749768187233709,3.625,-3,-0.0982142857142847,1.1689412212803,-0.586309523809524
"905",25,0,"C","hypermarket",2,17.7650218443014,1,9.3825109221507,8.8825109221507,0.5,0.0532906387371823,-2.08059790316016,-0.614868319595789,-1.42358464026548,3.8125,19.7939842200139,17.3981508866806,2.39583333333333,12,197.152532986831,7,16.4293777489026,18.7627110822359,2.33333333333333,3.91071428571428,16.2292096654003,19.2113525225432,2.98214285714286,-10,-7.54686682675187,-9.38020016008521,-1.83333333333333,-6,-0.0982142857142847,1.1689412212803,-0.586309523809524
"906",25,0,"C","supermarket",2,33.5910181896761,1,17.295509094838,16.795509094838,0.5,0.028909238650236,-0.478466094027412,-0.614868319595789,-0.0322923925875822,3.8125,19.7939842200139,17.3981508866806,2.39583333333333,2,32.722808287479,1,16.3614041437395,19.8614041437395,3.5,3.91071428571428,16.2292096654003,19.2113525225432,2.98214285714286,0,0.434104951098551,-2.56589504890145,-3,0,-0.0982142857142847,1.1689412212803,-0.586309523809524
"907",26,0,"C","hypermarket",4,31.4940415071324,2,9.8735103767831,7.8735103767831,2,0.202562201656552,-1.94710416117574,-0.162141559552787,-1.72621281452322,3.32608695652174,20.3478656384244,17.2174308558157,3.1304347826087,2,17.7650218443014,1,8.8825109221507,9.3825109221507,0.5,3.8125,17.3981508866806,19.7939842200139,2.39583333333333,2,-1.0090005453676,0.4909994546324,1.5,1,-0.48641304347826,-0.180720030864951,0.734601449275362
"908",26,0,"C","supermarket",4,78.9776151287369,3,22.4944037821842,19.7444037821842,2.75,0.122252628992906,0.545397595710918,0.162141559552787,0.432875270651838,3.32608695652174,20.3478656384244,17.2174308558157,3.1304347826087,2,33.5910181896761,1,16.795509094838,17.295509094838,0.5,3.8125,17.3981508866806,19.7939842200139,2.39583333333333,2,2.94889468734618,5.19889468734618,2.25,2,-0.48641304347826,-0.180720030864951,0.734601449275362
"909",27,0,"C","convenience",6,83.3598067616113,4,17.7266344602685,13.8933011269352,3.83333333333333,0.216247102174141,-0.375538588775981,0.82006687264142,-0.518348045667394,3.38461538461538,20.7098437530938,18.4021514454015,2.30769230769231,3,41.3168914988637,2,13.7722971662879,18.7722971662879,5,3.8125,17.3981508866806,19.7939842200139,2.39583333333333,3,0.121003960647315,-1.04566270601935,-1.16666666666667,2,-0.427884615384615,1.00400055872085,-0.0881410256410255
"910",27,0,"C","hypermarket",5,73.2489591613412,3,18.8497918322682,14.6497918322682,4.2,0.222814131708881,-0.144322386314604,1.01704191662193,-0.381845304248804,3.38461538461538,20.7098437530938,18.4021514454015,2.30769230769231,4,31.4940415071324,2,7.8735103767831,9.8735103767831,2,3.32608695652174,17.2174308558157,20.3478656384244,3.1304347826087,1,6.77628145548514,8.97628145548514,2.2,1,0.0585284280936449,1.1847205895858,-0.822742474916388
"911",27,0,"C","supermarket",4,76.0481959902682,2,20.762048997567,19.012048997567,1.75,0.0842884052631351,0.185981822220581,-0.325595153960103,0.338000252286348,3.38461538461538,20.7098437530938,18.4021514454015,2.30769230769231,4,78.9776151287369,3,19.7444037821842,22.4944037821842,2.75,3.32608695652174,17.2174308558157,20.3478656384244,3.1304347826087,0,-0.732354784617176,-1.73235478461718,-1,-1,0.0585284280936449,1.1847205895858,-0.822742474916388
"912",28,0,"C","convenience",4,111.874638773501,3,28.2186596933752,27.9686596933752,0.25,0.00885938604868224,1.05724864002304,-0.732767520487893,1.04703818482935,3.1875,19.5047098989016,16.7547098989016,2.75,6,83.3598067616113,4,13.8933011269352,17.7266344602685,3.83333333333333,3.38461538461538,18.4021514454015,20.7098437530938,2.30769230769231,-2,14.07535856644,10.4920252331067,-3.58333333333333,-1,-0.197115384615385,-1.64744154649983,0.442307692307693
"913",28,0,"C","hypermarket",2,38.4145207363181,1,19.7072603681591,19.2072603681591,0.5,0.0253713601312057,-0.014676336421299,-0.614868319595789,0.356706584870012,3.1875,19.5047098989016,16.7547098989016,2.75,5,73.2489591613412,3,14.6497918322682,18.8497918322682,4.2,3.38461538461538,18.4021514454015,20.7098437530938,2.30769230769231,-3,4.55746853589081,0.85746853589081,-3.7,-2,-0.197115384615385,-1.64744154649983,0.442307692307693
"914",28,0,"C","supermarket",5,72.8275035643019,3,15.9655007128604,14.5655007128604,1.4,0.0876890756625181,-0.79566029928393,-0.394504736554222,-0.400858113491923,3.1875,19.5047098989016,16.7547098989016,2.75,4,76.0481959902682,2,19.012048997567,20.762048997567,1.75,3.38461538461538,18.4021514454015,20.7098437530938,2.30769230769231,1,-4.44654828470667,-4.79654828470667,-0.35,1,-0.197115384615385,-1.64744154649983,0.442307692307693
"915",29,0,"C","convenience",5,45.2643023235723,3,11.8528604647145,9.05286046471446,2.8,0.236229896431794,-1.63026975688475,0.174049325162808,-1.40759649645936,4.20754716981132,18.4439862427688,15.1987032239009,3.24528301886792,4,111.874638773501,3,27.9686596933752,28.2186596933752,0.25,3.1875,16.7547098989016,19.5047098989016,2.75,1,-18.9157992286607,-16.3657992286607,2.55,0,1.02004716981132,-1.55600667500073,0.495283018867925
"916",29,0,"C","hypermarket",2,54.8916608328,2,27.4458304164,27.4458304164,0,0,0.959639793847069,-0.756000806860594,1.01704191662193,4.20754716981132,18.4439862427688,15.1987032239009,3.24528301886792,2,38.4145207363181,1,19.2072603681591,19.7072603681591,0.5,3.1875,16.7547098989016,19.5047098989016,2.75,0,8.23857004824095,7.73857004824095,-0.5,1,1.02004716981132,-1.55600667500073,0.495283018867925
"917",29,0,"C","supermarket",5,76.7907147686928,3,19.7581429537386,15.3581429537386,4.4,0.222692993481326,-0.00293516612858968,1.11004665474092,-0.276451370841103,4.20754716981132,18.4439862427688,15.1987032239009,3.24528301886792,5,72.8275035643019,3,14.5655007128604,15.9655007128604,1.4,3.1875,16.7547098989016,19.5047098989016,2.75,0,0.79264224087818,3.79264224087818,3,0,1.02004716981132,-1.55600667500073,0.495283018867925
"918",30,0,"C","convenience",3,52.5317879952491,2,20.8439293317497,17.5105959984164,3.33333333333333,0.159918664100245,0.21593320644174,0.45881082096996,0.126548924831277,3.26086956521739,18.4075877818016,15.668457347019,2.73913043478261,5,45.2643023235723,3,9.05286046471446,11.8528604647145,2.8,4.20754716981132,15.1987032239009,18.4439862427688,3.24528301886792,-2,8.4577355337019,8.99106886703524,0.533333333333333,-1,-0.946677604593928,0.469754123118056,-0.506152584085316
"919",30,0,"C","hypermarket",7,63.9206207455135,4,11.7029458207876,9.13151724935907,2.57142857142857,0.219724897543404,-1.67631343353637,0.014676336421299,-1.36166982671523,3.26086956521739,18.4075877818016,15.668457347019,2.73913043478261,2,54.8916608328,2,27.4458304164,27.4458304164,0,4.20754716981132,15.1987032239009,18.4439862427688,3.24528301886792,5,-18.3143131670409,-15.7428845956124,2.57142857142857,2,-0.946677604593928,0.469754123118056,-0.506152584085316
"920",30,0,"C","supermarket",3,46.6769124818966,2,17.8923041606322,15.5589708272989,2.33333333333333,0.130409885299585,-0.344222241505,-0.0734450236360958,-0.258199521236459,3.26086956521739,18.4075877818016,15.668457347019,2.73913043478261,5,76.7907147686928,3,15.3581429537386,19.7581429537386,4.4,4.20754716981132,15.1987032239009,18.4439862427688,3.24528301886792,-2,0.200827873560304,-1.86583879310636,-2.06666666666667,-1,-0.946677604593928,0.469754123118056,-0.506152584085316
"921",31,0,"C","convenience",1,25.349767380394,1,25.349767380394,25.349767380394,0,0,0.79566029928393,-0.756000806860594,0.861870503479726,3.02222222222222,22.0550275345643,19.0994719790088,2.95555555555556,3,52.5317879952491,2,17.5105959984164,20.8439293317497,3.33333333333333,3.26086956521739,15.668457347019,18.4075877818016,2.73913043478261,-2,7.83917138197764,4.5058380486443,-3.33333333333333,-1,-0.23864734299517,3.43101463198981,0.216425120772947
"922",31,0,"C","hypermarket",8,114.075305724982,4,16.7594132156228,14.2594132156228,2.5,0.149169900391832,-0.586741920076347,0.00293516612858968,-0.439331233837622,3.02222222222222,22.0550275345643,19.0994719790088,2.95555555555556,7,63.9206207455135,4,9.13151724935907,11.7029458207876,2.57142857142857,3.26086956521739,15.668457347019,18.4075877818016,2.73913043478261,1,5.1278959662637,5.05646739483513,-0.0714285714285712,0,-0.23864734299517,3.43101463198981,0.216425120772947
"923",31,0,"C","supermarket",5,86.3029791158624,3,22.2605958231725,17.2605958231725,5,0.22461213705678,0.485058765894989,1.54734589864523,0.0675600836679111,3.02222222222222,22.0550275345643,19.0994719790088,2.95555555555556,3,46.6769124818966,2,15.5589708272989,17.8923041606322,2.33333333333333,3.26086956521739,15.668457347019,18.4075877818016,2.73913043478261,2,1.70162499587362,4.36829166254028,2.66666666666667,1,-0.23864734299517,3.43101463198981,0.216425120772947
"924",32,0,"C","convenience",3,32.966175898444,2,14.9887252994813,10.9887252994813,4,0.26686725655973,-1.00724442300742,0.941196411327727,-1.06757052387814,3.53191489361702,21.8231972522954,19.5040483161252,2.31914893617021,1,25.349767380394,1,25.349767380394,25.349767380394,0,3.02222222222222,19.0994719790088,22.0550275345643,2.95555555555556,2,-14.3610420809127,-10.3610420809127,4,1,0.509692671394798,0.404576337116449,-0.636406619385343
"925",32,0,"C","hypermarket",6,105.261268855073,4,18.7102114758454,17.5435448091787,1.16666666666667,0.0623545419661779,-0.203930904603518,-0.478466094027412,0.132468694261233,3.53191489361702,21.8231972522954,19.5040483161252,2.31914893617021,8,114.075305724982,4,14.2594132156228,16.7594132156228,2.5,3.02222222222222,19.0994719790088,22.0550275345643,2.95555555555556,-2,3.28413159355597,1.95079826022264,-1.33333333333333,0,0.509692671394798,0.404576337116449,-0.636406619385343
"926",32,0,"C","supermarket",2,11.0345793622546,1,10.0172896811273,5.5172896811273,4.5,0.449223307226311,-1.90943430446829,1.16613536792728,-2.03199100327894,3.53191489361702,21.8231972522954,19.5040483161252,2.31914893617021,5,86.3029791158624,3,17.2605958231725,22.2605958231725,5,3.02222222222222,19.0994719790088,22.0550275345643,2.95555555555556,-3,-11.7433061420452,-12.2433061420452,-0.5,-2,0.509692671394798,0.404576337116449,-0.636406619385343
"927",33,0,"C","convenience",6,153.194147012197,4,27.8656911686994,25.5323578353661,2.33333333333333,0.0837349886355694,1.02693802282191,-0.0734450236360958,0.887690495337967,3.45454545454545,19.626740280179,16.9676493710881,2.65909090909091,3,32.966175898444,2,10.9887252994813,14.9887252994813,4,3.53191489361702,19.5040483161252,21.8231972522954,2.31914893617021,3,14.5436325358848,12.8769658692181,-1.66666666666667,2,-0.0773694390715662,-2.53639894503716,0.339941972920697
"928",33,0,"C","hypermarket",5,100.503156544641,4,22.3006313089281,20.1006313089281,2.2,0.0986519157024591,0.498307987407757,-0.138393109564602,0.491672587911351,3.45454545454545,19.626740280179,16.9676493710881,2.65909090909091,6,105.261268855073,4,17.5435448091787,18.7102114758454,1.16666666666667,3.53191489361702,19.5040483161252,21.8231972522954,2.31914893617021,-1,2.5570864997494,3.59041983308273,1.03333333333333,0,-0.0773694390715662,-2.53639894503716,0.339941972920697
"929",34,0,"C","hypermarket",3,51.1925906385295,2,22.0641968795098,17.0641968795098,5,0.226611465955659,0.445805560400676,1.54734589864523,0.0264195303400015,3.36,17.0994010216556,14.2794010216556,2.82,5,100.503156544641,4,20.1006313089281,22.3006313089281,2.2,3.45454545454545,16.9676493710881,19.626740280179,2.65909090909091,-2,-3.03643442941831,-0.23643442941831,2.8,-2,-0.0945454545454538,-2.68824834943242,0.160909090909091
"930",34,0,"C","supermarket",3,50.1400384893641,2,19.380012829788,16.7133461631214,2.66666666666667,0.137598808116776,-0.0322923925875822,0.114722467031158,-0.038166368837164,3.36,17.0994010216556,14.2794010216556,2.82,2,11.0345793622546,1,5.5172896811273,10.0172896811273,4.5,3.53191489361702,19.5040483161252,21.8231972522954,2.31914893617021,1,11.1960564819941,9.36272314866073,-1.83333333333333,1,-0.17191489361702,-5.22464729446957,0.500851063829787
"931",35,0,"C","convenience",2,34.0574038401246,2,17.0287019200623,17.0287019200623,0,0,-0.53859848315853,-0.756000806860594,0.00880559953655867,3.81132075471698,22.0518239768978,19.5235220901053,2.52830188679245,6,153.194147012197,4,25.5323578353661,27.8656911686994,2.33333333333333,3.45454545454545,16.9676493710881,19.626740280179,2.65909090909091,-4,-8.5036559153038,-10.8369892486371,-2.33333333333333,-2,0.356775300171527,2.55587271901725,-0.130789022298456
"932",35,0,"C","hypermarket",2,23.5835949480534,1,12.2917974740267,11.7917974740267,0.5,0.0406775332132286,-1.50959208990538,-0.614868319595789,-0.932093791678429,3.81132075471698,22.0518239768978,19.5235220901053,2.52830188679245,3,51.1925906385295,2,17.0641968795098,22.0641968795098,5,3.36,14.2794010216556,17.0994010216556,2.82,-1,-5.27239940548313,-9.77239940548313,-4.5,-1,0.451320754716981,5.24412106844966,-0.291698113207547
"933",35,0,"C","supermarket",3,52.1363971168175,2,21.3787990389392,17.3787990389392,4,0.187101248892159,0.325595153960103,0.941196411327727,0.0911159383084819,3.81132075471698,22.0518239768978,19.5235220901053,2.52830188679245,3,50.1400384893641,2,16.7133461631214,19.380012829788,2.66666666666667,3.36,14.2794010216556,17.0994010216556,2.82,0,0.665452875817799,1.99878620915113,1.33333333333333,0,0.451320754716981,5.24412106844966,-0.291698113207547
"934",36,0,"C","convenience",6,128.619902095758,5,22.9366503492929,21.4366503492929,1.5,0.0653975178222238,0.586741920076347,-0.381845304248804,0.621975701796289,3.13953488372093,20.2606832043289,17.9118459950266,2.34883720930233,2,34.0574038401246,2,17.0287019200623,17.0287019200623,0,3.81132075471698,19.5235220901053,22.0518239768978,2.52830188679245,4,4.40794842923061,5.90794842923061,1.5,3,-0.671785870996051,-1.6116760950787,-0.179464677490127
"935",36,0,"C","hypermarket",3,49.228561101947,2,20.742853700649,16.4095203673157,4.33333333333333,0.20890728902927,0.180012369792705,1.09924144967447,-0.108815353078043,3.13953488372093,20.2606832043289,17.9118459950266,2.34883720930233,2,23.5835949480534,1,11.7917974740267,12.2917974740267,0.5,3.81132075471698,19.5235220901053,22.0518239768978,2.52830188679245,1,4.61772289328897,8.4510562266223,3.83333333333333,1,-0.671785870996051,-1.6116760950787,-0.179464677490127
"936",36,0,"C","supermarket",11,109.505891804118,6,14.2278083458289,9.95508107310162,4.27272727272727,0.300308183022432,-1.15462613437863,1.05724864002304,-1.30457539609597,3.13953488372093,20.2606832043289,17.9118459950266,2.34883720930233,3,52.1363971168175,2,17.3787990389392,21.3787990389392,4,3.81132075471698,19.5235220901053,22.0518239768978,2.52830188679245,8,-7.42371796583754,-7.15099069311027,0.272727272727272,4,-0.671785870996051,-1.6116760950787,-0.179464677490127
"937",37,0,"C","convenience",4,108.420425749384,3,27.855106437346,27.105106437346,0.75,0.026925045204439,1.01704191662193,-0.572852260489712,0.997542673865676,2.83870967741935,22.3262367632631,20.068172247134,2.25806451612903,6,128.619902095758,5,21.4366503492929,22.9366503492929,1.5,3.13953488372093,17.9118459950266,20.2606832043289,2.34883720930233,-2,5.66845608805304,4.91845608805304,-0.75,-2,-0.300825206301576,2.15632625210741,-0.0907726931732937
"938",37,0,"C","hypermarket",6,153.34500104608,5,26.7241668410133,25.5575001743467,1.16666666666667,0.0436558667518941,0.870412640129057,-0.478466094027412,0.90523750154463,2.83870967741935,22.3262367632631,20.068172247134,2.25806451612903,3,49.228561101947,2,16.4095203673157,20.742853700649,4.33333333333333,3.13953488372093,17.9118459950266,20.2606832043289,2.34883720930233,3,9.14797980703102,5.98131314036435,-3.16666666666667,3,-0.300825206301576,2.15632625210741,-0.0907726931732937
"939",37,0,"C","supermarket",3,59.5343611924909,2,23.178120397497,19.8447870641636,3.33333333333333,0.143813789736518,0.621975701796289,0.45881082096996,0.445805560400676,2.83870967741935,22.3262367632631,20.068172247134,2.25806451612903,11,109.505891804118,6,9.95508107310162,14.2278083458289,4.27272727272727,3.13953488372093,17.9118459950266,20.2606832043289,2.34883720930233,-8,9.88970599106201,8.95031205166807,-0.939393939393939,-4,-0.300825206301576,2.15632625210741,-0.0907726931732937
"940",38,0,"C","hypermarket",2,83.9502549357713,2,41.9751274678856,41.9751274678856,0,0,2.19584493035155,-0.756000806860594,2.19584493035155,3.66666666666667,17.9658418860728,14.720227850985,3.24561403508772,6,153.34500104608,5,25.5575001743467,26.7241668410133,1.16666666666667,2.83870967741935,20.068172247134,22.3262367632631,2.25806451612903,-4,16.417627293539,15.2509606268723,-1.16666666666667,-3,0.827956989247312,-5.34794439614899,0.987549518958687
"941",38,0,"C","supermarket",3,40.4504867969081,2,15.150162265636,13.4834955989694,1.66666666666667,0.110009822828567,-0.941196411327727,-0.350457585387821,-0.62911464298803,3.66666666666667,17.9658418860728,14.720227850985,3.24561403508772,3,59.5343611924909,2,19.8447870641636,23.178120397497,3.33333333333333,2.83870967741935,20.068172247134,22.3262367632631,2.25806451612903,0,-6.36129146519427,-8.02795813186093,-1.66666666666667,0,0.827956989247312,-5.34794439614899,0.987549518958687
"942",39,0,"C","convenience",6,67.7102147606202,4,14.2850357934367,11.2850357934367,3,0.210009974310205,-1.13205516858168,0.307080366577945,-1.01704191662192,3.18181818181818,20.1992204827151,17.4037659372605,2.79545454545455,4,108.420425749384,3,27.105106437346,27.855106437346,0.75,2.83870967741935,20.068172247134,22.3262367632631,2.25806451612903,2,-15.8200706439093,-13.5700706439093,2.25,1,0.343108504398827,-2.6644063098735,0.537390029325513
"943",39,0,"C","supermarket",4,97.4245420731603,3,25.1061355182901,24.3561355182901,0.75,0.0298731758001393,0.787629679594959,-0.572852260489712,0.79566029928393,3.18181818181818,20.1992204827151,17.4037659372605,2.79545454545455,3,40.4504867969081,2,13.4834955989694,15.150162265636,1.66666666666667,3.66666666666667,14.720227850985,17.9658418860728,3.24561403508772,1,10.8726399193207,9.95597325265404,-0.916666666666667,1,-0.484848484848485,2.68353808627548,-0.450159489633174
"944",40,0,"C","convenience",1,18.7483262037858,1,18.7483262037858,18.7483262037858,0,0,-0.191957909417929,-0.756000806860594,0.307080366577945,3.72727272727273,19.4081378315406,16.6126832860861,2.79545454545454,6,67.7102147606202,4,11.2850357934367,14.2850357934367,3,3.18181818181818,17.4037659372605,20.1992204827151,2.79545454545455,-5,7.4632904103491,4.4632904103491,-3,-3,0.545454545454545,-0.79108265117446,-4.44089209850063e-16
"945",40,0,"C","hypermarket",10,166.92004492227,6,20.392004492227,16.692004492227,3.7,0.181443663442226,0.138393109564602,0.702390613856375,-0.0440416622704214,3.72727272727273,19.4081378315406,16.6126832860861,2.79545454545454,2,83.9502549357713,2,41.9751274678856,41.9751274678856,0,3.66666666666667,14.720227850985,17.9658418860728,3.24561403508772,8,-25.2831229756587,-21.5831229756587,3.7,4,0.0606060606060606,1.89245543510102,-0.450159489633174
"946",40,0,"C","supermarket",6,110.744120249059,4,20.2906867081765,18.4573533748432,1.83333333333333,0.0903534394720391,0.126548924831277,-0.264273619256533,0.252134934574275,3.72727272727273,19.4081378315406,16.6126832860861,2.79545454545454,4,97.4245420731603,3,24.3561355182901,25.1061355182901,0.75,3.18181818181818,17.4037659372605,20.1992204827151,2.79545454545455,2,-5.89878214344691,-4.81544881011357,1.08333333333333,1,0.545454545454545,-0.79108265117446,-4.44089209850063e-16
"947",41,0,"C","convenience",7,133.589242083486,5,21.084177440498,19.084177440498,2,0.094857862282948,0.270357483332753,-0.162141559552787,0.344222241505001,3.28888888888889,21.17323545351,18.5510132312878,2.62222222222222,1,18.7483262037858,1,18.7483262037858,18.7483262037858,0,3.72727272727273,16.6126832860861,19.4081378315406,2.79545454545454,6,0.335851236712212,2.33585123671221,2,4,-0.438383838383839,1.93832994520175,-0.173232323232323
"948",41,0,"C","hypermarket",3,57.8741691480391,2,19.6247230493464,19.291389716013,0.333333333333333,0.0169853777041932,-0.0264195303400015,-0.709923210155334,0.369246775084039,3.28888888888889,21.17323545351,18.5510132312878,2.62222222222222,10,166.92004492227,6,16.692004492227,20.392004492227,3.7,3.72727272727273,16.6126832860861,19.4081378315406,2.79545454545454,-7,2.59938522378606,-0.767281442880606,-3.36666666666667,-4,-0.438383838383839,1.93832994520175,-0.173232323232323
"949",41,0,"C","supermarket",4,41.0464918385259,2,16.0116229596315,10.2616229596315,5.75,0.35911412693747,-0.787629679594959,1.78082250316645,-1.23869984947245,3.28888888888889,21.17323545351,18.5510132312878,2.62222222222222,6,110.744120249059,4,18.4573533748432,20.2906867081765,1.83333333333333,3.72727272727273,16.6126832860861,19.4081378315406,2.79545454545454,-2,-8.19573041521169,-4.27906374854503,3.91666666666667,-2,-0.438383838383839,1.93832994520175,-0.173232323232323
"950",42,0,"C","convenience",6,103.763121347409,4,21.7938535579014,17.2938535579014,4.5,0.206480234807695,0.394504736554222,1.16613536792728,0.0793325083123694,3.64705882352941,21.5117328616736,19.3744779597128,2.13725490196078,7,133.589242083486,5,19.084177440498,21.084177440498,2,3.28888888888889,18.5510132312878,21.17323545351,2.62222222222222,-1,-1.79032388259656,0.709676117403436,2.5,-1,0.358169934640524,0.82346472842498,-0.484967320261438
